###FILE ALREADY PARSED###
20956.15 0 5
20975.38 0 6
21225.38 0 2
21244.62 0 3
21263.85 0 4
21283.08 0 5
21533.08 0 1
21552.31 0 2
21571.54 0 3
21590.77 0 4
21898.46 0 7
22052.31 0 5
22206.15 0 6
22308.72 0 1
22360 0 7
22411.28 0 2
22513.85 0 5
22616.41 0 3
22718.97 0 4
22821.54 0 7
23071.54 0 4
23090.77 0 5
23110 0 6
23129.23 0 7
23379.23 0 3
23398.46 0 4
23417.69 0 5
23436.92 0 6
23686.92 0 2
23706.15 0 3
23725.39 0 4
23744.62 0 5
23994.62 0 1
24013.85 0 2
24033.08 0 3
24052.31 0 4
24360 0 1
24513.85 0 2
24667.69 0 3
24821.54 0 4
24975.39 0 5
25129.23 0 1
25283.08 0 3
25436.92 0 1
25590.77 0 5
25744.62 0 1
25898.46 0 3
26052.31 0 1
26206.15 0 5
26360 0 1
26513.85 0 3
26667.69 0 1
26821.54 0 5
26975.39 0 1
27129.23 0 3
27283.08 0 1
27436.92 0 5
27667.69 0 5
27744.62 0 5
27975.39 0 5
28052.31 0 5
28283.08 0 5
28360 0 5
28590.77 0 5
28667.69-29744.61 0 5
29898.46-30360 0 1
30513.85 0 2
30667.69 0 4
30821.54 0 3
30975.39 0 2
31129.23-31283.079999999998 0 5
31436.92-31590.769999999997 0 5
31744.62 0 5
31898.46 0 6
32052.31 0 4
32206.15 0 5
32360-32513.85 0 3
32667.69-32821.53999999999 0 3
32975.39 0 3
33129.23 0 4
33283.08 0 3
33436.92 0 2
33590.77 0 1
33744.62 0 7
33898.46 0 6
34052.31 0 5
34206.15 0 4
34360 0 3
34513.85 0 2
34667.69 0 1
34821.54-35283.08 0 1
35436.92 0 2
35590.77 0 3
35744.62 0 2
35898.46 0 1
36052.31-36206.159999999996 0 5
36360-36513.85 0 5
36667.69 0 5
36821.54 0 6
36975.39 0 4
37129.23 0 5
37283.08-37436.93 0 3
37590.77-37744.619999999995 0 3
37898.46 0 3
38052.31 0 4
38206.15 0 3
38360 0 2
38513.85 0 1
38667.69 0 5
38821.54 0 3
38975.39 0 4
39129.23-39283.08 0 2
39436.92-39590.77 0 1
39744.62-40206.16 0 1
40360 0 2
40513.85 0 4
40667.69 0 3
40821.54 0 2
40975.39-41129.24 0 5
41283.08-41436.93 0 5
41590.77 0 5
41744.62 0 6
41898.46 0 4
42052.31 0 5
42206.15-42360 0 3
42513.85-42667.7 0 3
42821.54 0 3
42975.39 0 4
43129.23 0 3
43283.08 0 2
43436.92 0 1
43590.77 0 7
43744.62 0 6
43898.46 0 5
44052.31 0 4
44206.15 0 3
44360 0 2
44513.85 0 1
44667.69 0 1
45283.08 0 2
45436.92 0 4
45590.77 0 3
45744.62 0 2
45898.46 0 5
46206.15 0 5
46513.85 0 5
46667.69 0 6
46821.54 0 4
46975.39 0 5
47129.23 0 3
47436.92 0 3
47744.62 0 3
47898.46 0 4
48052.31 0 3
48206.15 0 2
48360 0 1
48513.85 0 6
48539.49 0 5
48565.13 0 4
48590.77 0 3
48616.41 0 2
48642.05 0 1
48667.69 0 6
48693.33 0 5
48718.97 0 4
48744.62 0 3
48770.26 0 2
48795.9 0 1
48821.54 0 6
48847.18 0 5
48872.82 0 4
48898.46 0 3
48924.1 0 2
48949.74 0 1
48975.39 0 6
49001.03 0 5
49026.67 0 4
49052.31 0 3
49077.95 0 2
49103.59 0 1
49590.77 0 2
49744.62 0 4
49898.46 0 3
49975.39 0 4
50052.31 0 2
50206.15 0 6
50360 0 5
50513.85 0 4
50590.77 0 5
50744.62 0 3
50821.54 0 4
50975.39 0 5
51129.23 0 6
51206.15 0 5
51283.08 0 6
51360 0 5
51436.92 0 6
51590.77 0 5
51744.62 0 3
51898.46 0 4
52052.31 0 5
52206.15 0 4
52360 0 3
52513.85 0 4
52667.69 0 5
52744.62 0 5
52821.54 0 4
52898.46 0 6
53052.31 0 4
53129.23 0 5
53206.15 0 4
53283.08 0 3
53436.92 0 2
53590.77 0 3
53744.62 0 2
53898.46 0 3
53975.39 0 3
54052.31 0 2
54129.23 0 4
54513.85 0 5
54667.69 0 5
54718.97 0 5
54770.26 0 5
54821.54 0 5
54975.39 0 5
55129.23 0 7
55283.08 0 5
55436.92 0 3
55590.77 0 4
55744.62 0 5
55898.46 0 2
55975.39 0 5
56129.23 0 2
56206.15 0 5
56360 0 6
56513.85 0 7
56667.69 0 6
56975.39 0 6
57129.23 0 5
57283.08-57436.93 0 5
57590.77 0 6
57744.62 0 5
57898.46-58052.31 0 5
58206.15 0 6
58360 0 5
58513.85-58667.7 0 5
58821.54 0 6
58975.39 0 5
59129.23-59283.08 0 5
59436.92 0 6
59590.77 0 5
59744.62-59898.47 0 5
60052.31 0 6
60206.15 0 5
60360-60513.85 0 5
60667.69 0 6
60821.54 0 5
60975.39-61129.24 0 5
61283.08 0 6
61436.92 0 5
61590.77 0 6
61744.62 0 5
61898.46 0 5
61898.46 0 3
62052.31 0 5
62052.31 0 3
62360 0 3
62360 0 5
62667.69 0 2
62667.69 0 4
62821.54 0 3
62821.54 0 5
63129.23-63590.770000000004 0 1
63744.62 0 2
63898.46 0 4
64052.31 0 3
64206.15 0 2
64360-64513.85 0 5
64667.69-64821.54 0 5
64975.39 0 5
65129.23 0 6
65283.08 0 4
65436.92 0 5
65590.76999999999-65744.62 0 3
65898.46-66052.31000000001 0 3
66206.15 0 3
66360 0 4
66513.85 0 3
66667.69 0 2
66821.54 0 1
66975.38 0 7
67129.23 0 6
67283.08 0 5
67436.92 0 4
67590.77 0 3
67744.62 0 2
67898.46 0 1
68052.31-68513.84999999999 0 1
68667.69 0 2
68821.54 0 4
68975.38 0 3
69129.23 0 2
69283.08-69436.93000000001 0 5
69590.77-69744.62000000001 0 5
69898.46 0 5
70052.31 0 6
70206.15 0 4
70360 0 5
70513.85-70667.70000000001 0 3
70821.54-70975.39 0 3
71129.23 0 3
71283.08 0 4
71436.92 0 3
71590.77 0 2
71744.62 0 1
71898.46 0 5
72052.31 0 3
72206.15 0 4
72360-72513.85 0 2
72667.69-72821.54000000001 0 1
72975.38-73436.92 0 1
72975.38-73283.07 0 7
73283.08-73590.77 0 7
73590.77 0 2
73590.77-73898.46 0 1
73744.62 0 4
73898.46 0 3
73898.46-74206.15000000001 0 1
74052.31 0 2
74206.15-74360 0 5
74206.15-74513.84 0 7
74513.85-74667.70000000001 0 5
74513.85-74821.54000000001 0 7
74821.54 0 5
74821.54-75129.23 0 1
74975.38 0 6
75129.23 0 4
75129.23-75436.92 0 1
75283.08 0 5
75436.92-75590.77 0 3
75436.92-75744.61 0 7
75744.62-75898.47 0 3
75744.62-76052.31 0 7
76052.31 0 3
76052.31-76360 0 1
76206.15 0 4
76360 0 3
76360-76667.69 0 1
76513.85 0 2
76667.69 0 1
76821.54 0 7
76975.38 0 6
77129.23 0 5
77283.08 0 4
77436.92 0 3
77590.77 0 2
77744.62 0 1
77898.46 0 1
77898.46-78206.15000000001 0 7
78206.15-78513.84 0 7
78513.85 0 2
78513.85-78821.54000000001 0 1
78667.69 0 4
78821.54 0 3
78821.54-79129.23 0 1
78975.38 0 2
79129.23 0 5
79129.23-79436.92 0 7
79436.92 0 5
79436.92-79744.61 0 7
79744.62 0 5
79744.62-80052.31 0 1
79898.46 0 6
80052.31 0 4
80052.31-80360 0 1
80206.15 0 5
80360 0 3
80360-80667.69 0 7
80667.69 0 3
80667.69-80975.38 0 7
80975.38 0 3
80975.38-81283.07 0 1
81129.23 0 4
81283.08 0 3
81283.08-81590.77 0 1
81436.92 0 2
81590.77 0 6
81616.41 0 5
81642.05 0 4
81667.69 0 3
81693.33 0 2
81718.97 0 1
81744.62 0 6
81770.26 0 5
81795.9 0 4
81821.54 0 3
81847.18 0 2
81872.82 0 1
81898.46 0 6
81924.1 0 5
81949.74 0 4
81975.38 0 3
82001.03 0 2
82026.67 0 1
82206.15 0 6
82231.8 0 5
82257.44 0 4
82283.08 0 3
82308.72 0 2
82334.36 0 1
82360 0 6
82385.64 0 5
82411.28 0 4
82436.92 0 3
82462.56 0 2
82488.21 0 1
82513.85 0 6
82539.49 0 5
82565.13 0 4
82590.77 0 3
82616.41 0 2
82642.05 0 1
82821.54 0 6
82847.18 0 5
82872.82 0 4
82898.46 0 3
82924.1 0 2
82949.74 0 1
82975.38 0 6
83001.03 0 5
83026.67 0 4
83052.31 0 3
83077.95 0 2
83103.59 0 1
83129.23 0 6
83154.87 0 5
83180.51 0 4
83206.15 0 3
83231.8 0 2
83257.44 0 1
83283.08 0 6
83308.72 0 5
83334.36 0 4
83360 0 3
83385.64 0 2
83436.92 0 1
83458.9 0 2
83480.88 0 3
83502.86 0 4
83524.84 0 5
83546.81 0 6
83568.79 0 7
83590.77 0 1
83612.75 0 2
83634.73 0 3
83656.7 0 4
83678.68 0 5
83700.66 0 6
83722.64 0 7
83744.62 0 1
83766.59 0 2
83788.57 0 3
83810.55 0 4
83832.53 0 5
83854.51 0 6
83876.48 0 7
83898.46 0 1
83920.44 0 2
83942.42 0 3
83964.4 0 4
83986.37 0 5
84030.33 0 7
84052.31 0 6
84077.95 0 5
84103.59 0 4
84129.23 0 3
84154.87 0 2
84180.51 0 1
84206.15 0 6
84231.8 0 5
84257.44 0 4
84283.08 0 3
84308.72 0 2
84334.36 0 1
84360 0 6
84385.64 0 5
84411.28 0 4
84436.92 0 3
84462.56 0 2
84488.21 0 1
84667.69 0 6
84693.33 0 5
84718.97 0 4
84744.62 0 3
84770.26 0 2
84795.9 0 1
84821.54 0 6
84847.18 0 5
84872.82 0 4
84898.46 0 3
84924.1 0 2
84949.74 0 1
84975.39 0 6
85001.03 0 5
85026.67 0 4
85052.31 0 3
85077.95 0 2
85103.59 0 1
85283.08 0 6
85308.72 0 5
85334.36 0 4
85360 0 3
85385.64 0 2
85411.28 0 1
85436.92 0 6
85462.56 0 5
85488.21 0 4
85513.85 0 3
85539.49 0 2
85565.13 0 1
85590.77 0 6
85616.41 0 5
85642.05 0 4
85667.69 0 3
85693.33 0 2
85718.97 0 1
85744.62 0 6
85770.26 0 5
85795.9 0 4
85821.54 0 3
85847.18 0 2
85872.82 0 1
85898.46 0 7
85920.44 0 6
85942.42 0 5
85964.4 0 4
85986.37 0 3
86008.35 0 2
86030.33 0 1
86052.31 0 7
86074.29 0 6
86096.26 0 5
86118.24 0 4
86140.22 0 3
86162.2 0 2
86184.18 0 1
86206.15 0 7
86228.13 0 6
86250.11 0 5
86272.09 0 4
86294.07 0 3
86316.04 0 2
86338.02 0 1
86360 0 7
86381.98 0 6
86403.96 0 5
86425.93 0 4
86447.91 0 3
86469.89 0 2
86491.87 0 1
86565.13 0 2
86616.41 0 3
86667.69 0 4
86718.97 0 3
86770.26 0 2
86821.54 0 3
86872.82 0 4
86924.1 0 5
86975.39 0 6
87026.67 0 7
87077.95 0 6
87129.23 0 1
87231.8 0 1
87436.92 0 1
87539.49 0 1
87744.62 0 1
87795.9 0 2
87847.18 0 3
87898.46 0 4
87949.74 0 3
88001.03 0 2
88052.31 0 3
88103.59 0 4
88154.87 0 5
88206.15 0 6
88257.44 0 7
88308.72 0 6
88360 0 1
88462.56 0 1
88667.69 0 1
88770.26 0 1
88975.39 0 1
89026.67 0 2
89077.95 0 3
89129.23 0 4
89180.51 0 3
89231.8 0 2
89283.08 0 1
89385.64 0 1
89590.77 0 1
89642.05 0 2
89693.33 0 3
89744.62 0 4
89795.9 0 3
89847.18 0 2
89898.46 0 1
90001.03 0 1
90206.15 0 1
90257.44 0 2
90308.72 0 3
90360 0 4
90411.28 0 3
90462.56 0 2
90513.85 0 1
90616.41 0 1
90821.54 0 1
90872.82 0 2
90924.1 0 3
90975.39 0 4
91026.67 0 3
91077.95 0 2
91129.23 0 1
91231.8 0 1
91436.92 0 1
91458.9 0 2
91480.88 0 3
91502.86 0 4
91524.84 0 5
91546.81 0 6
91568.79 0 7
91590.77 0 1
91612.75 0 2
91634.73 0 3
91656.7 0 4
91678.68 0 5
91700.66 0 6
91722.64 0 7
91744.62 0 1
91766.59 0 2
91788.57 0 3
91810.55 0 4
91832.53 0 5
91854.51 0 6
91876.48 0 7
91898.46 0 1
91920.44 0 2
91942.42 0 3
91964.4 0 4
91986.37 0 5
92008.35 0 6
92030.33 0 7
92074.29 0 6
92096.26 0 5
92118.24 0 4
92140.22 0 3
92162.2 0 2
92184.18 0 1
92206.15 0 7
92228.13 0 6
92250.11 0 5
92272.09 0 4
92294.07 0 3
92316.04 0 2
92338.02 0 1
92360 0 7
92381.98 0 6
92403.96 0 5
92425.93 0 4
92447.91 0 3
92469.89 0 2
92491.87 0 1
92513.85 0 7
92535.82 0 6
92557.8 0 5
92579.78 0 4
92601.76 0 3
92623.74 0 2
92645.71 0 1
92689.67 0 2
92711.65 0 3
92733.63 0 4
92755.6 0 5
92777.58 0 6
92799.56 0 7
92821.54 0 1
92843.52 0 2
92865.5 0 3
92887.47 0 4
92909.45 0 5
92931.43 0 6
92953.41 0 7
92975.39 0 1
92997.36 0 2
93019.34 0 3
93041.32 0 4
93063.3 0 5
93085.28 0 6
93107.25 0 7
93129.23 0 1
93151.21 0 2
93173.19 0 3
93195.17 0 4
93217.14 0 5
93239.12 0 6
93261.1 0 7
93305.06 0 6
93327.03 0 5
93349.01 0 4
93370.99 0 3
93392.97 0 2
93414.95 0 1
93436.92 0 7
93458.9 0 6
93480.88 0 5
93502.86 0 4
93524.84 0 3
93546.81 0 2
93568.79 0 1
93590.77 0 7
93612.75 0 6
93634.73 0 5
93656.7 0 4
93678.68 0 3
93700.66 0 2
93722.64 0 1
93744.62 0 7
93766.59 0 6
93788.57 0 5
93810.55 0 4
93832.53 0 3
93854.51 0 2
93876.48 0 1
93920.44 0 2
93942.42 0 3
93964.4 0 4
93986.37 0 5
94008.35 0 6
94030.33 0 7
94052.31 0 1
94074.29 0 2
94096.26 0 3
94118.24 0 4
94140.22 0 5
94162.2 0 6
94184.18 0 7
94206.15 0 1
94228.13 0 2
94250.11 0 3
94272.09 0 4
94294.07 0 5
94316.04 0 6
94338.02 0 7
94360 0 1
94381.98 0 2
94403.96 0 3
94425.93 0 4
94447.91 0 5
94469.89 0 6
94491.87 0 7
94535.82 0 6
94557.8 0 5
94579.78 0 4
94601.76 0 3
94623.74 0 2
94645.71 0 1
94667.69 0 7
94689.67 0 6
94711.65 0 5
94733.63 0 4
94755.6 0 3
94777.58 0 2
94799.56 0 1
94821.54 0 7
94843.52 0 6
94865.5 0 5
94887.47 0 4
94909.45 0 3
94931.43 0 2
94953.41 0 1
94975.39 0 7
94997.36 0 6
95019.34 0 5
95041.32 0 4
95063.3 0 3
95085.28 0 2
95107.25 0 1
95151.21 0 2
95173.19 0 3
95195.17 0 4
95217.14 0 5
95239.12 0 6
95261.1 0 7
95283.08 0 1
95305.06 0 2
95327.03 0 3
95349.01 0 4
95370.99 0 5
95392.97 0 6
95414.95 0 7
95436.92 0 1
95458.9 0 2
95480.88 0 3
95502.86 0 4
95524.84 0 5
95546.81 0 6
95568.79 0 7
95590.77 0 1
95612.75 0 2
95634.73 0 3
95656.7 0 4
95678.68 0 5
95700.66 0 6
95722.64 0 7
95766.59 0 6
95788.57 0 5
95810.55 0 4
95832.53 0 3
95854.51 0 2
95876.48 0 1
95898.46 0 7
95920.44 0 6
95942.42 0 5
95964.4 0 4
95986.37 0 3
96008.35 0 2
96030.33 0 1
96052.31 0 7
96074.29 0 6
96096.26 0 5
96118.24 0 4
96140.22 0 3
96162.2 0 2
96184.18 0 1
96206.15 0 7
96228.13 0 6
96250.11 0 5
96272.09 0 4
96294.07 0 3
96316.04 0 2
96338.02 0 1
96360-96667.69 0 7
96360 0 4
96360 0 5
96360 0 3
96513.85 0 4
96513.85 0 5
96513.85 0 6
96667.69 0 5
96667.69 0 4
96667.69-96975.38 0 1
96667.69 0 6
96821.54 0 5
96821.54 0 4
96821.54 0 6
96975.39 0 5
96975.39 0 4
96975.39-97283.08 0 7
96975.39 0 6
97129.23 0 6
97129.23 0 4
97129.23 0 5
97283.08 0 6
97283.08 0 5
97283.08-97590.77 0 1
97283.08 0 4
97436.92 0 6
97436.92 0 5
97436.92 0 4
97590.77 0 4
97590.77 0 5
97590.77 0 6
97590.77-97898.46 0 7
98206.15 0 4
98206.15 0 5
98206.15 0 6
98821.54 0 3
98821.54 0 4
98821.54 0 5
99436.92 0 4
99436.92 0 5
99436.92 0 6
99539.49-99949.75 0 7


101836.07 0 1
101970.75 0 2
102105.43 0 3
102240.11 0 4
102240.11 0 1
102374.79 0 5
102374.79 0 2
102509.47 0 6
102509.47 0 3
102644.15-103048.18999999999 0 7
102644.15-103048.18999999999 0 4
103048.19-103452.23 0 6
103048.19-103452.23 0 3
103452.23 0 1
103586.91 0 2
103721.59 0 3
103856.27 0 4
103856.27 0 1
103990.95 0 5
103990.95 0 2
104125.63 0 6
104125.63 0 3
104260.31-104664.34999999999 0 7
104260.31-104664.34999999999 0 4
104664.36-105068.4 0 6
104664.36-105068.4 0 3
105068.4 0 1
105203.08 0 2
105337.76 0 3
105472.44 0 4
105472.44 0 1
105607.12 0 5
105607.12 0 2
105741.8 0 6
105741.8 0 3
105876.48-106280.51999999999 0 4
105876.48-106280.51999999999 0 7
106280.52 0 5
106280.52 0 2
106280.52 0 6
106280.52 0 3
106415.2 0 6
106415.2 0 2
106415.2 0 3
106415.2 0 5
106549.88 0 6
106549.88 0 2
106549.88 0 5
106549.88 0 3
106684.56-107223.28 0 1
106684.56-107223.28 0 7
106819.24 0 3
106953.92 0 5
107021.26 0 4
107357.96 0 3
107492.64 0 5
107559.98 0 4
107896.68 0 3
108031.36 0 5
108098.7 0 4
108435.4 0 3
108570.08 0 5
108637.42 0 4
108974.12 0 3
109108.8 0 5
109176.14 0 4
109512.84 0 3
109647.52 0 5
109714.86 0 4

100054-1550000000000000000 3
100054-1550000000000000000 5
100056-1550000000000000000 5
100056-1550000000000000000 7
100057-1550000000000000000 4
100058-1550000000000000000 7
100062-1550000000000000000 3
100063-1550000000000000000 3
100064-1550000000000000000 3
100068-1550000000000000000 6
100071-1550000000000000000 2
100071-1550000000000000000 6
100073-1550000000000000000 7
100075-1550000000000000000 5
100076-1550000000000000000 1
100076-1550000000000000000 2
100079-1550000000000000000 7
100084-1550000000000000000 4
100085-1550000000000000000 5
100087-1550000000000000000 3
100087-1550000000000000000 7
100088-1550000000000000000 6
100091-1550000000000000000 4
100092-1550000000000000000 7
100093-1550000000000000000 1
100096-1550000000000000000 5
100099-1550000000000000000 3
100099-1550000000000000000 4
100099-1550000000000000000 7
100100-1550000000000000000 7
100103-1550000000000000000 2
100103-1550000000000000000 7
100106-1550000000000000000 7
100107-1550000000000000000 7
100108-1550000000000000000 6
100111-1550000000000000000 2
100112-1550000000000000000 3
100114-1550000000000000000 1
100114-1550000000000000000 3
100114-1550000000000000000 7
100115-1550000000000000000 3
100116-1550000000000000000 1
100116-1550000000000000000 4
100118-1550000000000000000 2
100119-1550000000000000000 4
100122-1550000000000000000 1
100122-1550000000000000000 3
100124-1550000000000000000 5
100125-1550000000000000000 2
100125-1550000000000000000 3
100125-1550000000000000000 6
100127-1550000000000000000 3
100128-1550000000000000000 7
100129-1550000000000000000 4
100130-1550000000000000000 2
100132-1550000000000000000 4
100136-1550000000000000000 2
100136-1550000000000000000 4
100137-1550000000000000000 2
100138-1550000000000000000 5
100140-1550000000000000000 4
100142-1550000000000000000 4
100147-1550000000000000000 1
100147-1550000000000000000 3
100149-1550000000000000000 2
100151-1550000000000000000 6
100152-1550000000000000000 4
100153-1550000000000000000 4
100154-1550000000000000000 1
100154-1550000000000000000 6
100154-1550000000000000000 7
100157-1550000000000000000 3
100157-1550000000000000000 5
100159-1550000000000000000 5
100160-1550000000000000000 3
100160-1550000000000000000 6
100161-1550000000000000000 1
100165-1550000000000000000 3
100165-1550000000000000000 6
100168-1550000000000000000 3
100168-1550000000000000000 7
100170-1550000000000000000 4
100171-1550000000000000000 6
100174-1550000000000000000 3
100174-1550000000000000000 7
100177-1550000000000000000 5
100180-1550000000000000000 3
100181-1550000000000000000 1
100182-1550000000000000000 6
100182-1550000000000000000 7
100185-1550000000000000000 6
100186-1550000000000000000 4
100188-1550000000000000000 6
100189-1550000000000000000 4
100191-1550000000000000000 1
100191-1550000000000000000 4
100192-1550000000000000000 7
100194-1550000000000000000 3
100195-1550000000000000000 1
100196-1550000000000000000 1
100197-1550000000000000000 4
100200-1550000000000000000 4
100201-1550000000000000000 1
100202-1550000000000000000 5
100203-1550000000000000000 5
100204-1550000000000000000 1
100206-1550000000000000000 3
100206-1550000000000000000 5
100208-1550000000000000000 4
100213-1550000000000000000 3
100213-1550000000000000000 5
100215-1550000000000000000 1
100216-1550000000000000000 2
100217-1550000000000000000 5
100219-1550000000000000000 1
100219-1550000000000000000 2
100219-1550000000000000000 4
100219-1550000000000000000 5
100220-1550000000000000000 1
100221-1550000000000000000 5
100223-1550000000000000000 5
100225-1550000000000000000 5
100230-1550000000000000000 7
100231-1550000000000000000 6
100233-1550000000000000000 1
100233-1550000000000000000 2
100237-1550000000000000000 2
100238-1550000000000000000 7
100241-1550000000000000000 3
100241-1550000000000000000 4
100242-1550000000000000000 4
100243-1550000000000000000 1
100244-1550000000000000000 7
100245-1550000000000000000 4
100245-1550000000000000000 6
100246-1550000000000000000 7
100249-1550000000000000000 3
100250-1550000000000000000 1
100251-1550000000000000000 6
100253-1550000000000000000 2
100253-1550000000000000000 7
100255-1550000000000000000 5
100256-1550000000000000000 7
100257-1550000000000000000 7
100258-1550000000000000000 6
100260-1550000000000000000 3
100260-1550000000000000000 5
100260-1550000000000000000 7
100261-1550000000000000000 1
100263-1550000000000000000 2
100271-1550000000000000000 2
100273-1550000000000000000 7
100277-1550000000000000000 6
100280-1550000000000000000 7
100281-1550000000000000000 7
100284-1550000000000000000 3
100285-1550000000000000000 2
100287-1550000000000000000 7
100288-1550000000000000000 2
100290-1550000000000000000 4
100291-1550000000000000000 2
100296-1550000000000000000 2
100296-1550000000000000000 5
100297-1550000000000000000 1
100298-1550000000000000000 2
100299-1550000000000000000 6
100301-1550000000000000000 1
100302-1550000000000000000 1
100304-1550000000000000000 1
100304-1550000000000000000 6
100305-1550000000000000000 6
100310-1550000000000000000 4
100311-1550000000000000000 6
100312-1550000000000000000 2
100312-1550000000000000000 5
100312-1550000000000000000 6
100313-1550000000000000000 6
100313-1550000000000000000 7
100314-1550000000000000000 6
100316-1550000000000000000 2
100316-1550000000000000000 6
100317-1550000000000000000 4
100317-1550000000000000000 5
100319-1550000000000000000 1
100321-1550000000000000000 3
100324-1550000000000000000 3
100325-1550000000000000000 4
100329-1550000000000000000 2
100330-1550000000000000000 5
100330-1550000000000000000 6
100331-1550000000000000000 2
100331-1550000000000000000 4
100331-1550000000000000000 5
100333-1550000000000000000 5
100334-1550000000000000000 3
100336-1550000000000000000 6
100338-1550000000000000000 4
100339-1550000000000000000 2
100341-1550000000000000000 7
100346-1550000000000000000 1
100350-1550000000000000000 5
100352-1550000000000000000 7
100354-1550000000000000000 5
100354-1550000000000000000 6
100355-1550000000000000000 7
100357-1550000000000000000 2
100359-1550000000000000000 2
100359-1550000000000000000 7
100360-1550000000000000000 4
100367-1550000000000000000 2
100368-1550000000000000000 4
100369-1550000000000000000 6
100373-1550000000000000000 7
100375-1550000000000000000 2
100376-1550000000000000000 5
100377-1550000000000000000 6
100377-1550000000000000000 7
100378-1550000000000000000 4
100378-1550000000000000000 5
100379-1550000000000000000 1
100379-1550000000000000000 2
100381-1550000000000000000 6
100381-1550000000000000000 7
100382-1550000000000000000 2
100383-1550000000000000000 2
100384-1550000000000000000 2
100384-1550000000000000000 5
100386-1550000000000000000 2
100386-1550000000000000000 5
100386-1550000000000000000 7
100387-1550000000000000000 3
100388-1550000000000000000 5
100389-1550000000000000000 5
100389-1550000000000000000 7
100390-1550000000000000000 6
100391-1550000000000000000 1
100393-1550000000000000000 7
100398-1550000000000000000 1
100399-1550000000000000000 2
100399-1550000000000000000 6
100400-1550000000000000000 5
100401-1550000000000000000 4
100403-1550000000000000000 1
100403-1550000000000000000 4
100403-1550000000000000000 7
100405-1550000000000000000 2
100405-1550000000000000000 3
100405-1550000000000000000 5
100406-1550000000000000000 4
100409-1550000000000000000 2
100410-1550000000000000000 2
100413-1550000000000000000 5
100414-1550000000000000000 1
100414-1550000000000000000 4
100414-1550000000000000000 5
100416-1550000000000000000 2
100416-1550000000000000000 6
100416-1550000000000000000 7
100422-1550000000000000000 1
100422-1550000000000000000 4
100424-1550000000000000000 7
100425-1550000000000000000 2
100426-1550000000000000000 4
100427-1550000000000000000 5
100429-1550000000000000000 1
100430-1550000000000000000 7
100432-1550000000000000000 4
100432-1550000000000000000 6
100434-1550000000000000000 2
100436-1550000000000000000 1
100436-1550000000000000000 5
100437-1550000000000000000 1
100438-1550000000000000000 1
100442-1550000000000000000 6
100443-1550000000000000000 4
